id,Title,Content,Categories
354,10 yrs. Grade 5,"This is the second time we have experienced school refusal due to anxiety, first in kindergarten and now in grade 5. (We left public school in kindergarten and were forced to move into distributed learning.) Thank god they have that in BC, so we could do part-time homeschool and attend part-time classes at a local brick-and-mortar school.

The teacher and school refused to allow us to attend KINDERGARTEN on a part-time basis. We were pressured into full-time and told that there was something wrong with us; the teacher actually said, ""Must be nice to be able to come and pick up your child, a luxury for you and your husband to do a different schedule,” and ""The other children will want to do the same."" This was even with a note from a DOCTOR telling them that our whole family had PTSD from a car accident that had taken place around school the year prior, and the DOCTOR had diagnosed my son with PTSD that was strongly related to school. This teacher believed my child had “attitude” and was convinced that if it “really” was anxiety, then best to let his ANXIETY peak.” Teachers are not counsellors or psychiatrists, and I find (being a counsellor myself) that there are VERY IMPORTANT decisions being made about children’s mental health by SCHOOL ADMINISTRATION and TEACHERS who are not only not qualified but dangerously IGNORANT to the point of detriment....We were not supported by the teacher or the principal, who saw my son and said ""HIM? PTSD? What a great-looking kid...."" The teacher would use manipulation tactics in front of my son to get him to stay for the whole day: ""Well, he is really going to miss out.""; this would send my son into anxiety. She told me I was too sensitive (I am an older parent so it’s easy to be judged as being the high-maintenance, helicopter parent) and that he wasn't listening....

We did that school (distributed learning) from half of kindergarten to grade 3. We had to, as our child’s anxiety about school (from the car accident) was huge separation anxiety, and the teachers let us sit in the room there; then we gradually stood at the back of the room; then we sat outside the door, etc. We gradually were able to leave our child at the school. THAT TOOK 4 YEARS.

We did our first year of public school, grade 4 and now this year, grade 5. 

SO many teachers, including this one we are switching classrooms from, TALK about my child IN FRONT OF my child, like they have no understanding - and they are talking about MENTAL HEALTH ISSUES. I stopped this teacher (present grade 5 situation we are in) in the hallway in the first week of school. I had to stop her from talking to me about my SON - in a public hallway with parents walking by at the end of classes - about my son's anxiety. She too said, ""It’s just attitude,"" even though I sent her a one-page laminated sheet detailing his school life, letters, [redacted] anxiety program, and all of it. I told her that I had booked a meeting with her next week - please stop talking about this in the hallway, and she kept going! IN FRONT OF MY SON and his friends! BOUNDARIES. This was a red flag for me since September. It is now January 7; we've had 2 new principals; I've asked twice to get my son removed from this class. I have called [redacted], BC Family Services. My child went from grade 4, wanting to go to school 20 minutes early and read books and get to class to say hi to his teacher, to grade 5, depressed, highly anxious, having nightmares, unable to get out of bed, and angry like in a rage. The first thing that school does is, “What is wrong with the parents?” In our case, we were lucky that the school counsellor knew us from the year before. She only works 2 half days; she could vouch for ""who we were"" and what our son was like the previous year. My son was shamed, yelled at, sent out of the room, and more. This teacher is not up to date; she told the kids, “Life is a competition,"" and “Use your voices - speak up three times a day and I will measure if you do it right” It's not education; it is her manipulation. I could go on about how she ""genders"" everything, how she, without knowing my son more than 3 days, grabbed him by the arm, how she called the children “honey”, “sweetie”, “dear” (not as endearment and not earned), how she does not know anything about CONSENT. It’s a buzzword for her, like inclusion, like standing desk for special needs. My son has been taught to NOT GENDER and not say, boys can do this, and girls can only do this, or vice versa; my son has been taught that no one touches him, that they need to ask, and that no one should go through his desk and rearrange it because it’s not perfect. She did this; she completely took away any of his own personal respect or power in the classroom. And she sat in a team meeting for an hour and did not speak because her union told her to stonewall us. Because she was guilty of doing it, and my son spoke up. How many other kids in that room are having their rights violated? That is why they have high anxiety, and why they are in school refusal. My son refused to go; he was sick 6 times, very ill since the start of school, due to stress. This is a grade 4/5 class.

When I spoke on several occasions, like parent-teacher interviews, about my child's anxiety, this teacher just smiled and said nothing. Nodded her head. We told her what the previous teacher did in class, ""catch the calm time"", which helped my son a lot. She said they could only do that once a week; all the other grade 4/ 5 teachers do it every day. It was all about her needs and refusal to look at the anxiety/trauma needs of the children. When I asked them to adapt, they said, “We can't. Your son is only 1 out of 23 other kids. [redacted]'s response to that was, ""Yes, and tell me, are there any other children in the class who could benefit from this new style or program?"" The school's response? SILENCE. The truth is, in that class, statistics for 8-10-year-olds now show that anxiety is ON THE RISE - and we have First Nations kids in the classroom who have trauma. The power lies in the teachers and school system, to not change...that's where their power lies. Serving the children means to them - that they have no ""real power"". It is heartbreaking.

To know where we began due to trauma, with school refusal and anxiety, only to be now in this situation where my child, BECAUSE of the treatment from this teacher, is now BACK to that place...and because of his age, he's very social and bright, he wants to be around kids and not be homeschooled. He actually wants to be in school; that's the thing, even on his most anxious days, he wants to go, until this year, and what is brutal is that as BC Inclusion states: EVERY CHILD HAS A RIGHT TO FEEL WELCOME, SAFE, and READY TO LEARN.

None of those has happened yet this year. It’s January. A child should feel confident and secure by now in school. His learning has been deeply affected, as much of his energy is spent on managing anxiety now.

I hope this switch works...and don't even get me started on how to deal with the bias passed to the new teacher from the old teacher, or the ""conversations"" that happen in the staff room about who we are and how hostile we are because we are advocating and know our rights.

I am a certified addiction counsellor; I am a workshop leader; I am a keynote speaker. Thank you for doing this survey; there is much more work to be done. Let's do it.",Elementary School
355,10 yrs. Grade 5,"My son has been saying he hates school for 5 years now. It started in grade 1 when he reflected that his whole class seemed selfish and mean. He said no one listens to the teacher and everyone wants to do what they want to do. I knew he was an empathetic and sensitive child from birth, but now hearing him, in grade 1, feel this unease in the classroom was difficult. Apparently, that class had six or seven high-spirited boys and the constant classroom management was stressful for all the kids. He missed 35 days in grade 1. In grade 2, he was in a grade 2 /3 French class. He would come home so upset and confused, saying that all day long he feels dumb and he never understands what's going on. At that time, I tried to move him into the English stream, but was persuaded to keep him in the French stream by the principal. We had him tested for CAPD, and it came back that that disorder was possible - he would have to be tested again in a year. My son started to have belly aches in grade 2 before school, or would run around the house hitting himself in the head. I thought perhaps he was autistic. By the end of grade 2, it was agreed he be moved into the English stream for grade 3. He underwent a psychological assessment and many visits to a paediatrician. I also brought him to a private therapist. My son continued to hate school and I continued to bring him but give him one day a month home; it was normally two or three. In grade 4 and now 5, he has made himself throw up, he has felt so sick about going. It has been a real struggle, and we have spent thousands of dollars and tried a few ADHD medications. I am tired; he is tired; and next year he moves to a middle school where I'm worried he will have even less support.",Elementary School
356,10 yrs. Grade 5,"The worst of it started in grade 3; by grade 4, my daughter’s teacher had alienated her from her fellow classmates, and subsequently staff, due to issues with her peers. The school counsellor did nothing but make the problems worse; the principal told the teacher to send her to the office whenever there was an issue, as they believed that when she got upset it was interfering with other kids’ ability to get an education. I took her out of school when it got bad enough that she started getting stomach pains on a regular basis. Grade 5, same thing but worse: physically assaulted and verbally demoralized by other students, treated as the problem and not the victim; severe stomach pains diagnosed after multiple incidents in the ER over many months as impacted bowels due to anxiety. As issues continued at school, numerous meetings between staff, her parents, and our counselling team resulted in nothing but smoke and mirrors from the school. She began self-harming to try and manage the immense stress caused from school. In her words, she said the pain from cutting herself helped distract her from what was happening at school. In early January, she was officially diagnosed with ADHD, ODD, and multiple anxiety disorders. In spite of knowing this, knowing she had begun medication and would take time to find dosage and balance, teacher and principal ended up saying they wanted her removed from the classroom. I refused, And, after my daughter began to say she wanted to kill herself, I pulled her from school for her own safety in February due to the school’s inability to get on board with the IEP and recommendations by counselling team and psychologist.",Elementary School
357,11 yrs. Grade 6,"My son has been diagnosed with multiple mental health disorders; stress and lack of structure are triggers. My son has been bullied and suspended many times because his bully will tease and want to fight; then, if my son retaliates, he’s punished every time; if he goes to a teacher, nothing is done, and seeking justice is big for him. If you keep teaching a child that one child’s needs are more important than their own, their anxiety will get higher, their stress will get worse, and therefore everyone is in a worse spot. Teachers don’t realize how little words, facial expressions, or ""gossiping "" affect kids; kids can hear, and children will talk. Our children battle hard every day to just walk out the door and go to school - add on their disabilities and pressure to be perfect, and their fight with their mind to hang on through the day, just to see every adult placing judgment on them, and we’re doomed. I get called every day, and all I get is, “Well, what are we supposed to do?” I get told they don’t have time to accommodate him; they have a full class; and no one would learn if you had to spend equal time with each student. So he’s neglected.",Elementary School
358,15 yrs. Grade 10,"As a mother, I want to teach my son to advocate for his own health. If he truly does not feel well enough mentally or physically to go to school, I let him rest that day. I do ask him to use his words and tell me why he doesn’t want to go to school. School is a lot; life is a lot. I want my teenager to take self-care days if he needs them. He does not abuse this, and he is back to school next day, and all is good. He still maintains good grades and gets along with his teachers.",Secondary School
359,18 yrs. Grade 12,"My daughter started having trouble attending school in grade 7. For months, we worked as hard as we could as parents to try to get her to attend. We felt we were listening to her concerns while also pushing her to go. It wasn’t until months later that we learned not only that her IEP (for an LD that limits written output) was not being followed, but also that she was being humiliated in front of other students for limitations that were part of her diagnosis. It was really disappointing to find this rigidity at an alternative school that claimed to be attentive to individual needs. We started noticing the negative feedback on her written work (for example: I know you know more about this topic. You need to show me what you know. Try harder. Not enough. Etc.) School had become a place where she felt demoralized and we felt badly for not having realized that. We tried to work with the school to rectify the situation and implement her accommodations, but we found the school very resistant. They had just met her, and they decided she needed to be pushed harder rather than be accommodated. She switched schools but remained distrusting of teachers and felt fearful that we might continue to push her into things she could not handle. Episodes of school refusal recurred over the following 6 years. We worked with a family therapist to improve communication and work to ensure she felt our support. We paid for private assessments because we didn’t feel we could wait for the school board to do it. We connected to an agency that supports children with LDs and related mental health challenges. We paid for private school for a few years so that she could have more individualized attention in smaller classes. We searched and found an alternative school that might work. Our daughter engaged and tried everything because she actually really loves being at school and wanted to be able to be there. She continued to have a lot of difficulty with overwhelming negative thoughts in the mornings that kept her from being able to go to school. The pattern would re-emerge. She now has a transcript with numerous incomplete credits. At one point, she even chose to go into a residential mental health program that housed a [redacted] class so that she might have an opportunity to attend classes without the barrier she experienced about going in. That worked for a while, but the program was more intensive than she needed. She most recently attended a [redacted] class in the community, but when the same barriers to getting to school came up, their responses alienated her and made her feel judged all over again. She turned 18 and aged out of her most vital support service. She has now dropped out of high school altogether. She is very bright and, when she was able to attend school, her grades were generally in the high 80s. I have witnessed her working extra hard to try to engage in education for years, and I have seen how it has eroded her self-concept and made her mental health worse. We advocated the best we could, and still we ended up here. It makes me very sad to think of all the lost potential out there - all the young people who feel rejected by an education system that is not set up with their needs in mind.",Secondary School
360,15 yrs. Grade 9,"My heart breaks for my son. I worry about his future, and as it stands, school does not give the support he deserves; he will probably end up in a trade. There’s nothing wrong with that, but if he could be an engineer, the educational system would have to change.",Secondary School
361,17 yrs. Grade 10,My child always has to ask for the support. My child is not able to request the help. This is part of the problem. Staff need to know the signs and act on them.,Secondary School
362,14 yrs. Grade 9,"My son has been experiencing anxiety about going to school since kindergarten. Throughout his educational years, he has been yelled at by teachers and principals, and has even been physically restrained in order to make him stay at school. He has been locked in a classroom so he wouldn’t escape. He has run away from school, even in grade 1. Now in grade 9, he experiences physical symptoms such as stomach pains, headaches/migraines every school day and even suffers from depression and anxiety.",Secondary School
363,16 yrs. Grade 11,"When he was just a baby, my second-born did not like crowds. At family functions, he would go to the quietest spot until he just could not take it anymore and would beg to go home. He was always anxious as a child. He began saying he was quitting school when he was 9 years old. At 11 years old, he was diagnosed with diabetes; this did not help his anxieties, as he was the only child in our school with this disease at the time. At 12, he told us he was gay. I had hoped that this would make him feel better, knowing that his secret was out and that he had our full support and love, but he just seemed to sink into a deeper depression and an anxious state. He soon began self-harming and stating that, at 16, he can quit school and we couldn't do anything about it. We sought help from counsellors, but the anxieties continued to get worse. By the end of grade 8, he had quit all sports and clubs he had been involved in because the panic attacks had taken over. Our family physician was adamant that he did not need medication and that skipping school was not '' cool''. In his 10th year, he missed a total of 86 days of school, with our family doctor telling me that I had to force him to go to school, even though he was having severe panic attacks and extreme pains from anxiety-based IBS. He passed his year because he had wonderful teachers who cared about him and sent his work home along with the instructions. During the summer, we changed doctors and got him on anxiety medication. It's been a long road and, although he still has some bad days, when he needs to stay home, this year has been much better, and he has rejoined the sports and clubs at school. He's even talking about what he wants to do after grade 12. We were lucky, I know, but we are taking it one day at a time.",Secondary School
364,16 yrs. Grade 11,"My daughter has high-functioning anxiety and depression. School is the thing that triggers her anxiety the most. Every day, she feels extremely pressured by the amount of homework she receives in advanced courses. She literally feels like it is endless and that she can’t catch a break. She gets marks in the high 90s, but it's the constant homework and pressure that makes her hate school.",Secondary School
365,15 yrs. Grade 10,"Unfortunately, one paragraph would not even begin to explain the pain, anguish, and heartache our family has undergone over the last 10 years around school refusal. We are truly exhausted. Our son could read at 2 1/2 and was so excited to start JK and follow his two older sisters to ""big"" school. He went the first day and came home and refused to go back the next day and almost every day since, and he is now in grade 10. He was eventually asked to leave JK in October that year because ""he isn’t ready for school and he questions the teacher too much"". We then tried private school, which cost a fortune and wasn't much better for him until grade 5. Most days, he was taken kicking and screaming, and some days, even in his PJs. He started having behavioural issues and disrupting the class, and spent more time in the principal’s office than in class. Because of the way he/we were being treated, we moved him back to the public elementary school. Eventually, halfway through grade 7, the school asked us to withdraw our son and homeschool him. This was their suggestion. He remained home for the remainder of 7 and all of 8. He started mainstream high school in grade 9 by his choice and missed many days, but still passed all his courses. Now, in grade 10, things are continually getting worse. He has missed 90+ days this year already. Over this 10-year period, our son turned from a friendly, outgoing little boy that questioned things, was eager to learn and take on new challenges, was intelligent beyond his years, loved to read and draw and write, was happy and such a delight, into a young boy that was angry, depressed, smashed dishware, threatened to kill himself, talked of suicide, slept all the time and was defiant about everything, refused to read or write or do any type of schoolwork. The issues originally were based on school refusal. Now, at 15 years old, he very rarely leaves the house for any reason. He prefers to be alone and has periods where he will sleep for days on end. He has no friends, hasn't ever been invited to someone's house or to a birthday party, won't join school clubs or teams. Even things like going to a restaurant to eat or on a family vacation aren't enough to get him out of the house anymore. We have tried doctors, paediatrician, psychologist, psychiatrist, intensive family therapy, and nothing appears to make a difference. He has had blood tests and MRI to make sure nothing physically was wrong. He will assist in making a plan for himself to get to school, but in the moment nothing can get him to go. He has been physically sick he has passed out. We have bribed him with all manner of items even most recently on the suggestion of paediatrician, and offered to pay him for every day he attends with an immediate cash amount each day. Even though he thought that was a good idea and agreed, he has not been able to attend. He is now failing all his classes; this just perpetuates the vicious cycle for him. His school refusal now affects his entire life. He is no longer disruptive in school and not as defiant at home, and we find that when school is taken totally out of the equation, he slowly comes back to being able to participate more in life. We truly fear for our son’s future. He still seeks out learning and knowledge using the internet and is a wonderful musician who refuses to play in front of anyone but his teacher. How will he get an education that will allow him to someday get a job to support himself? He has so much potential and is missing out on so much of what life has to offer. We are not, and it appears no one is, able to help him. We now allow him to make the choice each morning if he is able to go to school, and if not, we do not bribe or coerce; we accept and carry on. He says that he wishes he could be like everyone else and that he would do anything to be more normal. Hopefully, your research will help others in the same situation.",Secondary School
366,17 yrs. Grade 12,"My son’s struggles began very early in his education. Preschool days were hard....He would try to run away from class to come home. He just didn't want to be there from the start. Every day was a struggle. He didn't learn well from a young age, and I pointed that out to the school team, but they ignored my pleas for extra help till it was too late. My oldest child was diagnosed with dyslexia and my youngest had the same learning difficulties, but the school passed it off as laziness. Then, in second grade, they finally agreed that he had learning issues, but they no longer called it dyslexia. One teacher actually laughed at us when we mentioned he may be dyslexic like his older sister. I spent many days crying and asking for meetings with the school for testing and special learning programs, but they took years to react and process. By the time he was identified and offered help, he was hating everything about school. My son is incredibly intelligent, and many teachers have attested to that fact. He just learns differently from most students and can't follow the norms set by our educational system, such as standardized testing. It's ridiculous to think all children can pass a single standardized test. I should have given my son private lessons and education out of the school system, but I could not afford it as a single parent. My son is now in high school. He still misses too many classes, but is somehow passing, and he will hopefully be graduating this year. I can say that I am so very proud of his accomplishment, because it's not the school system that was beneficial. I believe that teaching him that high school was merely a means to an end encouraged him to realize that this torture will someday end, when he can finally join the workforce and be done with the school system.",Secondary School
367,16 yrs. Grade 11,"My son was born different. I didn't notice how much that would be a problem until he started school. It took 6 years of headaches, tummy aches, tears, wetting his pants, purposely throwing up, uncontrollable ticks, constant errors on paper when it came to tests, constant reminders that my child was impulsive, unorganized, easily distracted, lazy, lacks effort, to be diagnosed with anxiety and possibly ADHD. We went to therapy with a child-adolescent mental health worker for another 5 years. We did really well with cognitive behavioural therapy. He was put on Concerta, and never did get a learning assignment for ADHD because he was “t grade level”. We went from me running and picking him up or letting him stay home whenever he threw up, to me sitting with him in the car or at school until he was ready to try and get through the day. Now, almost finished high school, he'll take two to three days a month, and I tell the administration that he's taking a mental health day: no, he's not sick; he's overwhelmed. It’s been a long journey to get here; the school still doesn't seem as supportive as I would like; teachers still criticize his behaviour or the physical symptoms that clearly scream his anxiety is getting the best of him. But we are truly grateful that he's made a few relationships with a couple of teachers that get him and will work through his challenges and difficulties, and you can see in his marks the confidence they have given him.",Secondary School
368,17 yrs. Grade 12,"The biggest school refusal my child had was when she was put into a small special-needs classroom with high special needs. She knew that she wasn’t learning and that she wanted to learn. She said it makes her feel like a baby. She also had school refusal when she was in kindergarten and grade 1, in a mainstream classroom. She would say, “I try so hard and I just can’t do what the other kids are doing. Spelling and reading are so hard for me.” After having various combinations of tutoring and smaller classrooms where are they specialized in dyslexia, she was in a mainstream private school classroom by grade 10. She is on the honour roll. If you ask her, though, when she is finished school, what she will do, she will say she wants to work in sports, but have nothing to do with classroom or school ever again.",Secondary School
369,15 yrs. Grade 9,"My daughter is not defiant or lazy. She is not mean, weird, or difficult. She has anxiety. She has a mental health condition that makes it so hard for her to get to school and do what is expected of her. She feels a level of stress and worry that is not normal. She lives her life being overwhelmed, overthinking everything, and not seeing anything positive about herself or her life. Although school is important, my girl’s well-being is much more important. So, welcome all children into your classrooms with open arms. Tell them how happy you are to see them. Never assume anything. And appreciate even what seems like little effort from them, as it’s not so little.",Secondary School
370,17 yrs. Grade 10,"My youngest son was an exemplary student in elementary school. Teachers loved him; he had many friends. He entered grade 8 in an 8-12 school, and he sank fast and hard. Too big a school, too large an age gap to compete with. From a school of 400 to a school of 2,000. It was too much for him. We need to provide elementary, middle, and high school again, or what I had: elementary, junior high, and senior high. The age gap is just too much for some kids. Most will do fine, but the vulnerable will be influenced by older kids who bully the younger ones into doing things they don’t want to, in order to fit in.",Secondary School
371,15 yrs. Grade 9,"From grade 1 through to the end of grade 8, my son struggled with the school system. He was diagnosed with ADHD in grade 2. The general response from teachers and administrators was, ""Well, we have other students on IEPs so we get it."" or ""My child has...."" As they say, ""If you’ve met one person with ADHD, you've met exactly one person with ADHD."" I don't care what worked for Billy and Susie - they aren't my child. I explained my son's needs - or my awareness of his needs - like this: You are his teacher. Your expertise is teaching. I am his mother. My expertise is my son. If you offer advice on how I can help his learning at home, I will listen because you're the expert. If I offer advice on how to help my son in class, maybe listen to me because I'm the expert on him. All I can say now is that high school has been like an awakening. Grade school was one really long night. Grade 9 has been a bright, sunny morning.",Secondary School
372,16 yrs. Grade 11,"Our son was doing OK in high school in the first couple of years. In grade 9, he was a fraction away from being an honours student, but was constantly being bullied, and the staff just didn't seem sure of how best to support him. Previously, it had been suggested he may have autism, but he was “doing well” in class so it wasn't thought that he needed more support or further assessment. At the start of grade 10, there were a couple of bullying incidents within the same day; this put him in bed for a couple of days straight with anxiety and migraines. After that point, he has had to wear sound-cancelling earphones almost 24/7 due to what is now suspected to be hyperacusis related to PTSD related to those bullying incidents. After that, we tried for the next year and a bit to make the mainstream high school work, but his anxiety and depression kept increasing. After an ASD diagnosis was finally confirmed, we were back at the school, and the support in place was pretty much the same: no additional therapy or mental health support at all. His school refusal started about a month into that September and got worse and worse as the semester went on. He missed the last month of school and ended up failing his science class because he couldn't go back to even do his exams. He didn't feel like he was supported well enough to make it through his exams, and he also hadn't had the time and guidance to learn what he needed to learn. The next semester was the same story and, after another month of not attending school, we switched to a private school that runs similar to a combination of group home with a self-directed learning structure. Our son is now attending 4-5 days a week. In the new setting, he is struggling with the self-directed and semi-independent learning format. The rest of the supports at the new school seem good. There is a small school in the public system that has the mental health support in combination with more traditional classroom learning, but it is not within our district. We would have to move houses to be able to attend there. Next year, we are hoping to be accepted there or to find other options, as within the current school, we expect that our son will take at least an extra year to complete his studies, due to the curriculum differences. We feel between a rock and a hard place. Our son needs the mental health support, but the longer he is in high school, the longer he feels like he's getting nowhere and having to go to school just to get the piece of paper to move on. We need more small schools, more LST departments trained to help kids like our son, and more treatments available within the school to support these kids.",Secondary School
373,16 yrs. Grade 10,"Our daughter always did well in school until grade 8. She was in [redacted], loved projects, and did well in most subjects. She hardly ever missed a day of school. One year, she got an award for perfect attendance. We noticed that she excelled in certain things like projects, often going over and above what was asked. In grade 8, things changed. Workload increased, more teachers making more demands. Suddenly, she couldn't make all the assignments perfect the way she wanted. It was harder to get her to school. Grade 9 was more challenging and, although she made it through first semester, it was more and more difficult to get her to school. Second semester was worse. If she missed classes, she would feel too far behind to go back, and this perpetuated the problem. We tried online learning, but that was difficult to manage. By now, she had an ADHD diagnosis. In grade 10, she had dropped out by October and never went back. We tried Alternative program - that lasted about three weeks. She put a lot of effort into the work but attended only two days. We feel the school did not take us seriously when we met with concerns, including attendance – in their eyes, she hadn't missed enough days to be concerned. They have many other students with bigger issues, and our daughter just wasn't that big a deal. As time went on, they tried to help, but it wasn't easy to get her back into the school. Now she wants to start fresh in a different school in a different town, but that doesn't solve the underlying problems with her learning style and needs.",Secondary School
374,16 yrs. Grade 11,"If a child suffers from anxiety, they should be given a survey to rate where the problem areas are in the school. They could rate which settings cause them the most anxiety, and teachers/parents could help work out a plan to ease the anxiety during the school day.",Secondary School
375,14 yrs. Grade 9,"My kid would not get out of bed for 3-4 days at a time. I was scared, terrified. We were able to get her into a youth residence to help start her mental health healing. She did very well at the in-house schooling. The program allows a maximum stay of only 3 weeks, so while it was a total blessing and introduced us to a lot of very helpful resources, it was only a reprieve, not a solution.",Secondary School
376,15 yrs. Grade 10,"The school has failed us on so many levels. They actually lost my daughter’s file that included all the psychological assessments and family court orders, etc. It is exhausting, and I’m starting to feel that school officials themselves are bullies.",Secondary School
377,15 yrs. Grade 9,"Being from a divorced family, my child has struggled with two different parenting techniques, along with a few teachers who also do not condone her behaviour. Without a calm, understanding, and encouraging environment, I believe we take steps backward in not helping these children, and it would be very helpful to have everyone on the same page, working together in a more personal environment.",Secondary School
378,14 yrs. Grade 10,"I do all that I can to encourage my child to attend school, to do her work, and to try to be involved in extracurricular activities in order to meet people and feel part of the community. Because I am not there with her, I feel helpless and not supported by school personnel. It seems like nobody at the school wants to step up and offer her encouragement, and it leads me to wonder why not. I meet with them every year to update her IEP, and they seem supportive, but then she continues to go to school and not feel connected.",Secondary School
379,17 yrs. Grade 11,"My daughter was in grade 4 when she started having unexplained stomachaches. Attendance was always a problem with her. Grade 1 was difficult. The teacher was militant about attendance. She had friends. She did well when there, just hard getting her there. Grade 4, stomachaches. Doctors, chiropractic appointments (chiropractor said it was anxiety), massage therapy. By grade 8, she was talking suicide. Counsellors, teachers, and parents got her through. Grade 10, anxiety was extreme. Suicide watch again. We pulled her out of the public system. She is now trying to finish her grade 12. My profession is teacher....I am at a loss as to what to do.",Secondary School
380,18 yrs.,"My daughter's story is really long. I will try to shorten it up. Her struggle with anxiety has been since birth but really came out during sophomore year in high school. When we first approached the school, they immediately looked at her grades and said she'd be fine. She didn't need a 504 for her GAD [Generalized Anxiety Disorder] or major depressive disorder. Her school refusal grew. [redacted] and [redacted] programs took her away from school, and her mental health issues grew. After the first day of senior year, she was hospitalized for suicidal ideation. When asked if my daughter could get a home health care aid waiting for another [redacted]/[redacted], I heard crickets. A couple of weeks later, the person in charge was confronted again, and his response was, ""I just didn't do it."" My daughter ended up going to a therapeutic high school and actually graduated (we didn't think it would happen). She is now faced with going on to a technical college, and some of the same fears are coming back. She has gone from having 5 classes, down to only starting with 2. I hope that, this time around, she will be okay.",Secondary School
381,15 yrs. Grade 9,"My child's anxiety has always been due to bullying or inappropriate behaviour from other kids. She has never felt supported or protected by anyone at the school. She once got punched on the school bus by a boy with fetal alcohol syndrome. When I went to the vice principal about it, the boy was fully protected, and I was told: he's special needs; she needs to be aware of that and not do anything to get punched. Her entire school career has given her the message that other kids’ poor behaviour towards her must be tolerated because: they are special; she is intelligent and caring, so she needs to learn to co-exist with other kids, even when they are not nice to be around.",Secondary School
382,14 yrs. Grade 9,"Our daughter’s IQ is 145 with a processing speed of 96 and a working memory of 100. Because her PS and WM are average, she does not qualify for an LD, according to DSM-V. She would have qualified with DSM-IV. The psychologist told us that she is at a high risk of mental health concerns with this profile but can’t diagnose her with anything. She is a perfectionist and most likely has ADHD. I have ADHD, and so does her brother. Her perfectionism won’t allow her to show her anxiety in public, and her high IQ helps her mask her anxiety and low executive functions. At home, she has outbursts, hoards 6 months’ worth of rotting lunches, spends 10 hours on 1-hour assignments in order to get the mark she feels she should get, can’t organize her room, has an eating disorder, etc. The teachers see her studying hard, handing in assignments that are well done, and overlook the fact that nothing is handed in on time. They feel she’s fine so we can’t get an anxiety or ADHD diagnosis in order to get her help. In grade 9, her social studies teacher taught the year through a government simulation. Everyone was divided into parties, and the elected party was given portfolios, with one person in each appointed as the cabinet minister. She chose to work alone, and that meant she had to be the cabinet minister (that hadn’t been explained to her ahead of time when everyone chose their groups). She had to stand up in front of the class every Thursday with proposals for her portfolio (Health), and the opposition could ridicule her, call her names, debate with her, etc. With her poor executive functions and anxiety, she would find herself paralyzed in front of the class. Because she couldn’t allow anyone to see her fear, she gave poor answers to simply make it end. She begged me to allow her to stay home on Thursdays to avoid social studies. She was ready to drop out of school because of this one simulation. When I spoke to her teacher, his response was, “If she can’t handle my class, she needs psychological help.” While he was correct that she needed help, his response was very inappropriate, and he never gave her any consideration or support. She made it through that year, but forever had panic attacks at the sight of that teacher and refused to go down that hallway at school ever again.",Secondary School
383,15 yrs. Grade 10,"My family and I are completely overwhelmed by what we deal with every day. ADHD and anxiety sound so simple; they are busy and worried. Ya, no, it is so much more; it affects every aspect of life for everyone in the family. He tries so hard, so hard. When he is stressed, it is like the connections don’t work in his head, and he shuts down. The system has done nothing. They say he doesn't try hard enough. He tries harder than anyone.",Secondary School
384,14 yrs. Grade 10,"Somehow, my bright, well-adjusted grade 7 son began to have anxiety about going to school. We don't know why. When he wasn't in panic attack mode, you would think he is the most well-adjusted kid out there. Within a few months, he was completely unable to go to school at all. We quickly began to look for help. Family doctor gave us a scolding and refused to refer us to a specialist. We went to one therapist after another, spending almost $10,000 out of pocket. We went to the Ministry of Children and Families and got put on a waiting list that was over a year long. Eventually, we walked into the ER and begged them to find us a doctor who would treat our son. The experience was one of the most terrifying, confusing, isolating experiences we have had. We didn't get criticism to our faces, but friends fell away. Why? Why was it so hard? Why wouldn't anyone help us?",Secondary School
385,17 yrs. Grade 12,"My child was always anxious, but after being mauled by a dog in 4th grade, he developed school refusal. I was allowed to accompany him into the school and to let him get comfortable and then leave. This worked, and things were getting better, but other kids started teasing him. A teacher (not his own) began to make fun of him and tell him to “man up”. Then neither of us could handle such an unsupportive environment. We moved him to a smaller school for kids with learning differences for that year and the next grade. He entered middle school back in the public system. This school was a small start-up for boys only. The size was a positive but more so were the teachers and administration. In 8th grade, he was diagnosed with dysgraphia. In 9th, with ADHD inattentive. The psychiatrist believes his learning differences were the catalyst for his anxiety back in pre-kindergarten. School was hard for him. Now, with proper diagnosis, counselling, and medications, he is doing unbelievably well. He is in his final year (same school), has an A average, is president of his student council, and is the athletic manager. So to the mum who is struggling - your child can overcome this. I cried every day when I left the school in that awful 4th grade. I questioned our decision to put him back in the public system. I now have that sinking feeling when he does something new - remembering back to our disaster days. Time, patience, great counsellors made the difference. And this kid is one empathetic boy.",Secondary School
386,15 yrs. Grade 10,"My daughter started refusing to go to school in grade 2. By grade 8, she was acting out and getting suspended multiple times a year. Many arguments, meetings, doctor appointments, counselling sessions, CPS visits. In grade 9 (new school), same thing. She is smart, shy, and sassy. She knows what to do to get suspended. She really doesn't care about school or her education. She hates school! There is one person that she will go to school for. She is the only staff member she likes. If it wasn't for [redacted], she wouldn't have gone back at all last year.",Secondary School
